player_name,season,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FGM,FGA,FG3M,FG3A,FTM,FTA
Jayson Tatum,2024-25,"Mar 02, 2025",BOS vs. DEN,38,16,11,7,0,0,6,4,15,1,7,7,8
Jayson Tatum,2024-25,"Feb 28, 2025",BOS vs. CLE,41,46,16,9,0,3,3,19,37,4,12,4,5
Jayson Tatum,2024-25,"Feb 26, 2025",BOS @ DET,33,27,6,3,0,0,4,10,19,4,9,3,4
Jayson Tatum,2024-25,"Feb 25, 2025",BOS @ TOR,40,19,6,11,1,0,6,7,18,3,12,2,2
Jayson Tatum,2024-25,"Feb 23, 2025",BOS vs. NYK,37,25,10,9,1,0,3,8,20,3,10,6,6
Jayson Tatum,2024-25,"Feb 20, 2025",BOS @ PHI,35,15,11,10,1,0,3,5,13,2,7,3,3
Jayson Tatum,2024-25,"Feb 12, 2025",BOS vs. SAS,38,32,14,7,0,1,2,12,25,4,14,4,8
Jayson Tatum,2024-25,"Feb 10, 2025",BOS @ MIA,38,33,8,2,0,1,0,13,26,4,12,3,3
Jayson Tatum,2024-25,"Feb 08, 2025",BOS @ NYK,37,40,6,4,0,0,1,13,26,7,14,7,9
Jayson Tatum,2024-25,"Feb 06, 2025",BOS vs. DAL,29,17,4,4,0,1,4,5,12,3,5,4,5
Jayson Tatum,2024-25,"Feb 04, 2025",BOS @ CLE,35,22,4,7,2,2,1,7,23,3,11,5,6
Jayson Tatum,2024-25,"Feb 02, 2025",BOS @ PHI,44,35,7,11,1,1,3,13,20,5,8,4,5
Jayson Tatum,2024-25,"Jan 31, 2025",BOS @ NOP,39,27,6,10,1,0,5,10,21,4,10,3,5
Jayson Tatum,2024-25,"Jan 29, 2025",BOS vs. CHI,32,16,8,5,0,0,3,5,15,2,6,4,4
Jayson Tatum,2024-25,"Jan 27, 2025",BOS vs. HOU,42,19,6,7,0,0,3,5,14,1,7,8,8
Jayson Tatum,2024-25,"Jan 25, 2025",BOS @ DAL,35,24,6,3,1,0,3,8,22,4,12,4,4
Jayson Tatum,2024-25,"Jan 23, 2025",BOS @ LAL,30,16,6,5,1,1,2,5,12,2,6,4,7
Jayson Tatum,2024-25,"Jan 22, 2025",BOS @ LAC,43,24,7,8,1,2,5,9,22,4,13,2,3
Jayson Tatum,2024-25,"Jan 20, 2025",BOS @ GSW,28,22,9,7,2,0,3,9,20,3,10,1,1
Jayson Tatum,2024-25,"Jan 18, 2025",BOS vs. ATL,43,23,8,7,3,0,3,7,21,2,9,7,8
Jayson Tatum,2024-25,"Jan 17, 2025",BOS vs. ORL,35,30,6,4,2,1,1,12,21,4,9,2,3
Jayson Tatum,2024-25,"Jan 15, 2025",BOS @ TOR,36,16,10,7,0,1,1,5,15,3,9,3,5
Jayson Tatum,2024-25,"Jan 12, 2025",BOS vs. NOP,36,38,11,1,1,1,3,14,30,2,10,8,10
Jayson Tatum,2024-25,"Jan 10, 2025",BOS vs. SAC,35,15,12,5,0,0,8,5,13,3,7,2,3
Jayson Tatum,2024-25,"Jan 07, 2025",BOS @ DEN,38,29,4,6,1,2,2,11,23,1,9,6,6
Jayson Tatum,2024-25,"Jan 05, 2025",BOS @ OKC,39,26,10,1,2,0,2,7,17,2,6,10,12
Jayson Tatum,2024-25,"Jan 03, 2025",BOS @ HOU,33,20,6,5,1,0,3,7,19,4,10,2,2
Jayson Tatum,2024-25,"Jan 02, 2025",BOS @ MIN,38,33,8,9,3,0,2,13,27,6,17,1,2
Jayson Tatum,2024-25,"Dec 31, 2024",BOS vs. TOR,29,23,8,3,1,0,3,6,13,4,9,7,11
Jayson Tatum,2024-25,"Dec 29, 2024",BOS vs. IND,41,22,9,6,3,1,3,8,17,2,10,4,5
Jayson Tatum,2024-25,"Dec 27, 2024",BOS vs. IND,32,22,13,4,3,0,1,7,15,3,10,5,6
Jayson Tatum,2024-25,"Dec 25, 2024",BOS vs. PHI,42,32,15,4,1,1,3,11,20,4,8,6,7
Jayson Tatum,2024-25,"Dec 21, 2024",BOS @ CHI,36,43,15,10,0,0,4,16,24,9,15,2,2
Jayson Tatum,2024-25,"Dec 19, 2024",BOS vs. CHI,37,31,10,4,2,0,1,10,22,4,11,7,9
Jayson Tatum,2024-25,"Dec 15, 2024",BOS @ WAS,35,28,12,2,0,0,4,12,26,2,9,2,2
Jayson Tatum,2024-25,"Dec 07, 2024",BOS vs. MEM,38,17,13,9,0,0,1,6,21,1,10,4,5
Jayson Tatum,2024-25,"Dec 06, 2024",BOS vs. MIL,37,34,10,5,0,0,1,12,20,4,10,6,8
Jayson Tatum,2024-25,"Dec 02, 2024",BOS vs. MIA,36,18,11,4,1,0,6,7,21,3,12,1,1
Jayson Tatum,2024-25,"Dec 01, 2024",BOS @ CLE,38,33,8,4,1,1,2,12,27,4,9,5,5
Jayson Tatum,2024-25,"Nov 29, 2024",BOS @ CHI,36,35,14,5,1,1,3,12,18,4,8,7,10
Jayson Tatum,2024-25,"Nov 25, 2024",BOS vs. LAC,30,20,9,4,0,2,3,7,15,2,6,4,6
Jayson Tatum,2024-25,"Nov 24, 2024",BOS vs. MIN,38,26,8,4,2,0,1,8,21,5,12,5,6
Jayson Tatum,2024-25,"Nov 22, 2024",BOS @ WAS,37,16,9,8,2,0,3,6,19,0,10,4,6
Jayson Tatum,2024-25,"Nov 19, 2024",BOS vs. CLE,38,33,12,7,2,0,4,11,22,6,10,5,7
Jayson Tatum,2024-25,"Nov 16, 2024",BOS vs. TOR,42,24,11,9,0,0,2,7,19,5,12,5,5
Jayson Tatum,2024-25,"Nov 13, 2024",BOS @ BKN,35,36,9,10,0,0,1,12,19,5,6,7,9
Jayson Tatum,2024-25,"Nov 12, 2024",BOS vs. ATL,37,20,6,8,1,2,5,5,16,2,9,8,8
Jayson Tatum,2024-25,"Nov 10, 2024",BOS @ MIL,40,31,12,6,0,0,5,7,21,4,12,13,15
Jayson Tatum,2024-25,"Nov 08, 2024",BOS vs. BKN,42,33,9,6,2,1,3,11,25,5,13,6,7
Jayson Tatum,2024-25,"Nov 06, 2024",BOS vs. GSW,37,32,4,2,1,1,4,10,20,5,10,7,9
Jayson Tatum,2024-25,"Nov 04, 2024",BOS @ ATL,30,28,6,9,2,0,1,10,21,6,14,2,3
Jayson Tatum,2024-25,"Nov 02, 2024",BOS @ CHA,34,29,7,3,0,0,5,7,15,1,9,14,17
Jayson Tatum,2024-25,"Nov 01, 2024",BOS @ CHA,36,32,11,3,3,1,5,9,19,3,9,11,13
Jayson Tatum,2024-25,"Oct 30, 2024",BOS @ IND,43,37,8,4,4,0,3,10,25,5,18,12,15
Jayson Tatum,2024-25,"Oct 28, 2024",BOS vs. MIL,36,15,8,4,2,1,3,6,16,1,8,2,2
Jayson Tatum,2024-25,"Oct 26, 2024",BOS @ DET,38,37,4,2,2,1,1,12,26,6,13,7,9
Jayson Tatum,2024-25,"Oct 24, 2024",BOS @ WAS,29,25,11,6,1,0,1,9,20,3,11,4,7
Jayson Tatum,2024-25,"Oct 22, 2024",BOS vs. NYK,30,37,4,10,1,1,1,14,18,8,11,1,2
Giannis Antetokounmpo,2023-24,"Apr 09, 2024",MIL vs. BOS,29,15,8,7,1,2,4,7,11,0,0,1,2
Giannis Antetokounmpo,2023-24,"Apr 07, 2024",MIL vs. NYK,39,28,15,8,1,2,4,10,20,0,1,8,11
Giannis Antetokounmpo,2023-24,"Apr 03, 2024",MIL vs. MEM,32,21,7,8,1,5,3,10,23,0,4,1,3
Giannis Antetokounmpo,2023-24,"Apr 02, 2024",MIL @ WAS,36,35,15,10,0,0,2,15,21,0,0,5,9
Giannis Antetokounmpo,2023-24,"Mar 30, 2024",MIL @ ATL,38,36,16,8,3,1,3,12,22,0,1,12,16
Giannis Antetokounmpo,2023-24,"Mar 28, 2024",MIL @ NOP,39,35,14,4,0,0,2,15,22,0,2,5,11
Giannis Antetokounmpo,2023-24,"Mar 26, 2024",MIL vs. LAL,46,29,21,11,2,3,7,14,25,0,1,1,6
Giannis Antetokounmpo,2023-24,"Mar 24, 2024",MIL vs. OKC,34,30,19,4,0,1,3,13,18,0,0,4,6
Giannis Antetokounmpo,2023-24,"Mar 21, 2024",MIL vs. BKN,35,21,9,5,0,2,2,9,19,1,2,2,4
Giannis Antetokounmpo,2023-24,"Mar 14, 2024",MIL vs. PHI,37,32,11,7,1,0,7,9,12,0,0,14,18
Giannis Antetokounmpo,2023-24,"Mar 12, 2024",MIL @ SAC,33,30,13,4,1,0,4,10,17,0,2,10,14
Giannis Antetokounmpo,2023-24,"Mar 10, 2024",MIL @ LAC,39,34,7,10,1,1,3,12,24,0,2,10,15
Giannis Antetokounmpo,2023-24,"Mar 08, 2024",MIL @ LAL,39,34,14,12,1,1,4,14,23,1,3,5,7
Giannis Antetokounmpo,2023-24,"Mar 06, 2024",MIL @ GSW,33,23,7,6,0,1,2,8,15,1,3,6,9
Giannis Antetokounmpo,2023-24,"Mar 01, 2024",MIL @ CHI,37,46,16,6,1,1,1,16,22,2,3,12,16
Giannis Antetokounmpo,2023-24,"Feb 29, 2024",MIL @ CHA,33,24,10,5,0,0,1,10,15,2,2,2,3
Giannis Antetokounmpo,2023-24,"Feb 27, 2024",MIL vs. CHA,24,24,8,1,0,0,1,8,13,1,1,7,8
Giannis Antetokounmpo,2023-24,"Feb 25, 2024",MIL @ PHI,36,30,12,9,0,1,6,10,17,1,2,9,12
Giannis Antetokounmpo,2023-24,"Feb 23, 2024",MIL @ MIN,41,33,13,5,1,0,3,9,13,1,1,14,21
Giannis Antetokounmpo,2023-24,"Feb 15, 2024",MIL @ MEM,37,35,4,12,0,0,1,15,17,0,0,5,9
Giannis Antetokounmpo,2023-24,"Feb 13, 2024",MIL vs. MIA,34,23,11,8,0,2,5,11,18,1,2,0,0
Giannis Antetokounmpo,2023-24,"Feb 12, 2024",MIL vs. DEN,30,36,18,5,3,2,2,14,19,0,0,8,14
Giannis Antetokounmpo,2023-24,"Feb 09, 2024",MIL vs. CHA,24,15,14,3,1,1,0,5,10,0,1,5,7
Giannis Antetokounmpo,2023-24,"Feb 08, 2024",MIL vs. MIN,27,17,3,7,1,0,3,7,14,0,2,3,7
Giannis Antetokounmpo,2023-24,"Feb 06, 2024",MIL @ PHX,39,34,10,6,0,0,5,13,24,1,3,7,13
Giannis Antetokounmpo,2023-24,"Feb 04, 2024",MIL @ UTA,40,33,7,13,0,1,5,11,15,0,2,11,15
Giannis Antetokounmpo,2023-24,"Feb 03, 2024",MIL @ DAL,40,48,6,10,5,1,1,20,28,2,5,6,10
Giannis Antetokounmpo,2023-24,"Jan 31, 2024",MIL @ POR,38,27,8,4,3,1,6,10,16,0,2,7,11
Giannis Antetokounmpo,2023-24,"Jan 29, 2024",MIL @ DEN,37,29,12,4,1,1,2,11,19,1,1,6,11
Giannis Antetokounmpo,2023-24,"Jan 27, 2024",MIL vs. NOP,29,30,12,4,2,0,1,11,16,1,1,7,11
Giannis Antetokounmpo,2023-24,"Jan 26, 2024",MIL vs. CLE,36,22,11,9,1,1,6,9,13,0,0,4,9
Giannis Antetokounmpo,2023-24,"Jan 24, 2024",MIL vs. CLE,35,35,18,10,0,2,2,16,24,1,1,2,3
Giannis Antetokounmpo,2023-24,"Jan 22, 2024",MIL @ DET,36,31,17,10,3,2,2,11,25,1,5,8,12
Giannis Antetokounmpo,2023-24,"Jan 20, 2024",MIL @ DET,38,31,10,9,2,1,5,10,16,0,1,11,22
Giannis Antetokounmpo,2023-24,"Jan 14, 2024",MIL vs. SAC,40,27,10,10,3,0,4,9,16,0,2,9,14
Giannis Antetokounmpo,2023-24,"Jan 13, 2024",MIL vs. GSW,37,33,9,5,0,0,4,13,22,1,3,6,8
Giannis Antetokounmpo,2023-24,"Jan 11, 2024",MIL vs. BOS,26,24,12,6,1,1,4,10,13,0,0,4,5
Giannis Antetokounmpo,2023-24,"Jan 08, 2024",MIL vs. UTA,38,25,10,11,0,0,4,10,20,0,2,5,9
Giannis Antetokounmpo,2023-24,"Jan 06, 2024",MIL @ HOU,39,48,17,2,0,1,2,16,25,1,2,15,21
Giannis Antetokounmpo,2023-24,"Jan 04, 2024",MIL @ SAS,40,44,14,7,2,1,1,19,28,2,3,4,6
Giannis Antetokounmpo,2023-24,"Jan 03, 2024",MIL @ IND,36,26,11,8,3,1,3,8,13,1,2,9,13
Giannis Antetokounmpo,2023-24,"Jan 01, 2024",MIL vs. IND,37,30,18,11,1,2,4,11,20,0,3,8,11
Giannis Antetokounmpo,2023-24,"Dec 29, 2023",MIL @ CLE,37,34,16,5,1,0,3,14,22,0,1,6,7
Giannis Antetokounmpo,2023-24,"Dec 27, 2023",MIL @ BKN,30,32,10,8,0,2,2,10,12,0,0,12,17
Giannis Antetokounmpo,2023-24,"Dec 25, 2023",MIL @ NYK,39,32,13,6,1,2,2,13,24,1,2,5,9
Giannis Antetokounmpo,2023-24,"Dec 23, 2023",MIL @ NYK,32,28,7,7,1,1,5,11,17,0,0,6,8
Giannis Antetokounmpo,2023-24,"Dec 21, 2023",MIL vs. ORL,37,37,10,6,0,2,5,11,25,0,3,15,19
Giannis Antetokounmpo,2023-24,"Dec 19, 2023",MIL vs. SAS,34,11,14,16,2,1,3,4,12,0,2,3,6
Giannis Antetokounmpo,2023-24,"Dec 17, 2023",MIL vs. HOU,39,26,17,3,0,0,6,10,22,1,3,5,11
Giannis Antetokounmpo,2023-24,"Dec 16, 2023",MIL vs. DET,26,22,8,6,1,0,0,7,9,0,0,8,13
Giannis Antetokounmpo,2023-24,"Dec 13, 2023",MIL vs. IND,37,64,14,3,4,1,4,20,28,0,3,24,32
Giannis Antetokounmpo,2023-24,"Dec 11, 2023",MIL vs. CHI,41,32,12,6,2,0,2,9,13,0,0,14,18
Giannis Antetokounmpo,2023-24,"Dec 07, 2023",MIL vs. IND,41,37,10,2,0,2,1,13,19,0,1,11,13
Giannis Antetokounmpo,2023-24,"Dec 05, 2023",MIL vs. NYK,34,35,8,10,3,0,4,15,22,1,1,4,9
Giannis Antetokounmpo,2023-24,"Dec 02, 2023",MIL vs. ATL,36,32,11,10,2,1,5,14,20,0,1,4,5
Giannis Antetokounmpo,2023-24,"Nov 30, 2023",MIL @ CHI,39,26,14,5,2,5,5,11,17,0,1,4,4
Giannis Antetokounmpo,2023-24,"Nov 28, 2023",MIL @ MIA,40,33,10,5,3,1,4,11,16,1,2,10,13
Giannis Antetokounmpo,2023-24,"Nov 26, 2023",MIL vs. POR,39,33,16,6,1,3,4,11,21,0,1,11,18
Giannis Antetokounmpo,2023-24,"Nov 24, 2023",MIL vs. WAS,37,31,9,3,3,1,3,11,19,0,0,9,12
Giannis Antetokounmpo,2023-24,"Nov 22, 2023",MIL @ BOS,37,21,13,5,2,0,3,7,20,0,3,7,10
Giannis Antetokounmpo,2023-24,"Nov 20, 2023",MIL @ WAS,34,42,13,8,1,1,5,20,23,0,0,2,6
Giannis Antetokounmpo,2023-24,"Nov 18, 2023",MIL vs. DAL,38,40,15,7,2,1,3,18,26,1,3,3,5
Giannis Antetokounmpo,2023-24,"Nov 17, 2023",MIL @ CHA,28,16,8,9,1,0,4,6,10,0,0,4,7
Giannis Antetokounmpo,2023-24,"Nov 13, 2023",MIL vs. CHI,35,35,11,2,0,0,3,13,22,1,3,8,14
Giannis Antetokounmpo,2023-24,"Nov 11, 2023",MIL @ ORL,37,35,10,7,4,2,6,15,22,0,1,5,12
Giannis Antetokounmpo,2023-24,"Nov 09, 2023",MIL @ IND,36,54,12,3,0,0,8,19,25,0,1,16,18
Giannis Antetokounmpo,2023-24,"Nov 08, 2023",MIL vs. DET,22,15,9,5,0,3,1,6,16,0,2,3,6
Giannis Antetokounmpo,2023-24,"Nov 06, 2023",MIL @ BKN,35,36,12,3,1,2,3,15,27,1,7,5,6
Giannis Antetokounmpo,2023-24,"Nov 03, 2023",MIL vs. NYK,36,22,8,6,0,1,7,6,10,3,3,7,13
Giannis Antetokounmpo,2023-24,"Nov 01, 2023",MIL @ TOR,28,16,4,2,1,0,3,5,11,0,0,6,9
Giannis Antetokounmpo,2023-24,"Oct 30, 2023",MIL vs. MIA,32,33,7,2,0,1,2,12,21,1,3,8,11
Giannis Antetokounmpo,2023-24,"Oct 29, 2023",MIL vs. ATL,29,26,11,3,1,2,3,9,14,0,1,8,10
Giannis Antetokounmpo,2023-24,"Oct 26, 2023",MIL vs. PHI,35,23,12,3,2,2,7,10,21,0,3,3,9
Giannis Antetokounmpo,2024-25,"Apr 11, 2025",MIL @ DET,38,32,11,15,1,2,3,11,22,0,2,10,11
Giannis Antetokounmpo,2024-25,"Apr 10, 2025",MIL vs. NOP,26,28,11,5,0,1,0,11,17,1,2,5,10
Giannis Antetokounmpo,2024-25,"Apr 08, 2025",MIL vs. MIN,38,23,13,10,1,1,0,9,15,1,2,4,11
Giannis Antetokounmpo,2024-25,"Apr 05, 2025",MIL @ MIA,43,36,15,10,0,1,3,13,21,0,1,10,14
Giannis Antetokounmpo,2024-25,"Apr 03, 2025",MIL @ PHI,39,35,17,20,2,0,2,12,19,1,1,10,11
Giannis Antetokounmpo,2024-25,"Apr 01, 2025",MIL vs. PHX,36,37,5,11,3,1,2,12,18,2,4,11,12
Giannis Antetokounmpo,2024-25,"Mar 30, 2025",MIL vs. ATL,30,31,9,5,1,0,5,11,18,0,1,9,14
Giannis Antetokounmpo,2024-25,"Mar 28, 2025",MIL vs. NYK,35,30,9,7,0,0,2,11,17,0,3,8,11
Giannis Antetokounmpo,2024-25,"Mar 24, 2025",MIL @ PHX,37,31,10,5,1,0,2,12,19,1,2,6,13
Giannis Antetokounmpo,2024-25,"Mar 22, 2025",MIL @ SAC,35,32,17,3,1,1,2,12,20,0,0,8,13
Giannis Antetokounmpo,2024-25,"Mar 20, 2025",MIL @ LAL,29,28,7,4,2,1,3,9,15,0,0,10,12
Giannis Antetokounmpo,2024-25,"Mar 18, 2025",MIL @ GSW,39,20,9,7,3,2,1,5,16,0,1,10,15
Giannis Antetokounmpo,2024-25,"Mar 16, 2025",MIL vs. OKC,36,21,12,10,1,2,1,7,15,0,0,7,12
Giannis Antetokounmpo,2024-25,"Mar 15, 2025",MIL vs. IND,35,34,10,7,1,3,6,14,19,0,0,6,6
Giannis Antetokounmpo,2024-25,"Mar 13, 2025",MIL vs. LAL,30,24,12,9,1,1,3,8,17,0,1,8,13
Giannis Antetokounmpo,2024-25,"Mar 11, 2025",MIL @ IND,34,19,17,7,0,1,3,9,14,0,1,1,3
Giannis Antetokounmpo,2024-25,"Mar 09, 2025",MIL vs. CLE,34,30,9,3,2,0,4,13,24,0,0,4,8
Giannis Antetokounmpo,2024-25,"Mar 08, 2025",MIL vs. ORL,35,37,11,4,1,0,1,15,23,0,0,7,11
Giannis Antetokounmpo,2024-25,"Mar 05, 2025",MIL vs. DAL,25,32,15,4,1,0,3,13,20,0,0,6,6
Giannis Antetokounmpo,2024-25,"Mar 04, 2025",MIL @ ATL,34,26,12,10,1,0,3,9,18,0,2,8,12
Giannis Antetokounmpo,2024-25,"Mar 01, 2025",MIL @ DAL,32,29,9,9,1,2,0,9,14,0,1,11,13
Giannis Antetokounmpo,2024-25,"Feb 27, 2025",MIL vs. DEN,33,28,19,7,0,1,2,11,23,1,2,5,8
Giannis Antetokounmpo,2024-25,"Feb 25, 2025",MIL @ HOU,32,27,10,6,1,1,1,9,17,0,1,9,12
Giannis Antetokounmpo,2024-25,"Feb 23, 2025",MIL vs. MIA,32,23,16,7,1,1,3,11,18,1,2,0,0
Giannis Antetokounmpo,2024-25,"Feb 21, 2025",MIL @ WAS,19,18,6,3,1,1,7,6,9,0,0,6,11
Giannis Antetokounmpo,2024-25,"Feb 20, 2025",MIL vs. LAC,24,23,8,4,0,1,3,10,14,0,2,3,5
Giannis Antetokounmpo,2024-25,"Feb 02, 2025",MIL vs. MEM,37,30,11,7,2,1,4,14,21,2,3,0,6
Giannis Antetokounmpo,2024-25,"Jan 31, 2025",MIL @ SAS,34,35,14,6,0,1,2,13,23,0,1,9,14
Giannis Antetokounmpo,2024-25,"Jan 28, 2025",MIL @ POR,36,39,12,5,0,0,4,17,24,0,0,5,10
Giannis Antetokounmpo,2024-25,"Jan 27, 2025",MIL @ UTA,37,35,18,7,2,0,2,16,23,0,1,3,10
Giannis Antetokounmpo,2024-25,"Jan 25, 2025",MIL @ LAC,35,36,13,1,0,1,4,12,22,0,1,12,15
Giannis Antetokounmpo,2024-25,"Jan 23, 2025",MIL vs. MIA,32,25,12,4,0,3,1,10,18,0,0,5,10
Giannis Antetokounmpo,2024-25,"Jan 19, 2025",MIL vs. PHI,36,34,15,6,0,0,0,13,17,0,0,8,14
Giannis Antetokounmpo,2024-25,"Jan 17, 2025",MIL vs. TOR,35,35,13,3,1,1,6,12,20,0,1,11,18
Giannis Antetokounmpo,2024-25,"Jan 15, 2025",MIL vs. ORL,30,26,11,4,1,0,6,11,15,0,0,4,8
Giannis Antetokounmpo,2024-25,"Jan 14, 2025",MIL vs. SAC,37,33,11,13,0,2,3,14,23,0,2,5,7
Giannis Antetokounmpo,2024-25,"Jan 12, 2025",MIL @ NYK,31,24,13,2,0,1,4,10,21,0,1,4,10
Giannis Antetokounmpo,2024-25,"Jan 10, 2025",MIL @ ORL,37,41,14,4,3,2,3,19,29,0,1,3,10
Giannis Antetokounmpo,2024-25,"Jan 08, 2025",MIL vs. SAS,36,25,16,8,0,1,4,11,21,0,1,3,7
Giannis Antetokounmpo,2024-25,"Jan 06, 2025",MIL @ TOR,29,11,12,13,0,0,7,5,8,0,1,1,2
Giannis Antetokounmpo,2024-25,"Jan 04, 2025",MIL vs. POR,38,31,11,2,2,2,4,14,27,0,1,3,4
Giannis Antetokounmpo,2024-25,"Jan 02, 2025",MIL vs. BKN,37,27,13,7,1,3,3,12,24,0,0,3,10
Giannis Antetokounmpo,2024-25,"Dec 31, 2024",MIL @ IND,35,30,12,5,2,0,2,11,20,0,0,8,13
Giannis Antetokounmpo,2024-25,"Dec 20, 2024",MIL @ CLE,30,33,14,3,3,0,5,13,22,1,1,6,10
Giannis Antetokounmpo,2024-25,"Dec 14, 2024",MIL vs. ATL,38,32,14,9,1,4,1,10,15,0,0,12,18
Giannis Antetokounmpo,2024-25,"Dec 10, 2024",MIL vs. ORL,36,37,7,1,2,4,6,15,24,0,2,7,12
Giannis Antetokounmpo,2024-25,"Dec 08, 2024",MIL @ BKN,38,34,11,4,1,3,3,14,22,0,0,6,10
Giannis Antetokounmpo,2024-25,"Dec 06, 2024",MIL @ BOS,36,30,11,1,0,0,1,13,25,0,1,4,6
Giannis Antetokounmpo,2024-25,"Dec 04, 2024",MIL vs. ATL,36,31,11,5,1,0,4,8,14,0,0,15,26
Giannis Antetokounmpo,2024-25,"Dec 03, 2024",MIL @ DET,28,28,7,8,0,1,6,10,11,0,0,8,12
Giannis Antetokounmpo,2024-25,"Nov 30, 2024",MIL vs. WAS,38,42,12,11,0,1,4,15,24,0,0,12,17
Giannis Antetokounmpo,2024-25,"Nov 23, 2024",MIL vs. CHA,31,32,11,6,0,2,4,12,23,1,3,7,10
Giannis Antetokounmpo,2024-25,"Nov 22, 2024",MIL vs. IND,35,37,10,11,2,1,6,14,21,0,0,9,11
Giannis Antetokounmpo,2024-25,"Nov 20, 2024",MIL vs. CHI,35,41,9,8,1,0,1,17,24,0,1,7,14
Giannis Antetokounmpo,2024-25,"Nov 18, 2024",MIL vs. HOU,36,20,13,4,0,3,8,9,17,0,0,2,7
Giannis Antetokounmpo,2024-25,"Nov 16, 2024",MIL @ CHA,33,22,15,12,0,2,2,11,22,0,1,0,1
Giannis Antetokounmpo,2024-25,"Nov 13, 2024",MIL vs. DET,44,59,14,7,2,3,3,21,34,1,2,16,17
Giannis Antetokounmpo,2024-25,"Nov 12, 2024",MIL vs. TOR,33,23,4,7,0,4,4,9,12,0,1,5,9
Giannis Antetokounmpo,2024-25,"Nov 10, 2024",MIL vs. BOS,39,43,13,5,0,2,1,18,29,1,2,6,10
Giannis Antetokounmpo,2024-25,"Nov 08, 2024",MIL @ NYK,32,24,12,2,0,2,1,11,21,0,1,2,6
Giannis Antetokounmpo,2024-25,"Nov 07, 2024",MIL vs. UTA,30,31,16,2,1,1,4,11,21,0,0,9,12
Giannis Antetokounmpo,2024-25,"Nov 02, 2024",MIL vs. CLE,39,34,16,9,1,0,0,15,27,0,0,4,7
Giannis Antetokounmpo,2024-25,"Oct 31, 2024",MIL @ MEM,34,37,11,4,1,1,1,17,22,0,0,3,8
Giannis Antetokounmpo,2024-25,"Oct 28, 2024",MIL @ BOS,39,30,10,6,0,0,7,14,26,0,2,2,6
Giannis Antetokounmpo,2024-25,"Oct 27, 2024",MIL @ BKN,33,22,12,7,1,1,4,7,11,0,0,8,11
Giannis Antetokounmpo,2024-25,"Oct 25, 2024",MIL vs. CHI,35,38,11,5,0,0,3,15,23,0,1,8,16
Giannis Antetokounmpo,2024-25,"Oct 23, 2024",MIL @ PHI,31,25,14,7,0,1,3,8,11,0,0,9,16
